Technology,Green roof type,Plant species,Irrigation,PV panel type,PV panels and GR locations,Distance PV-green roof [cm],Distance PV-basecase roof [cm],Season,Base case roof situation,Building type,Base case roof,Base case insulation,Roof slope,Item,Item type,Item scale,Item class,Original monetary value,u.m.,Original year(s) at which the item is accounted,Green roof lifetime [years],Actual year(s) at which the item is accounted,Actual monetary value at the accounting year,Inflation adjustment ratio [GDP deflator 2020/GDP deflator year],PPP Exchange rate [€ EU27-2020/ local currency-2020],Adjusted Monetary value [EU27 2020 €/m2],Method for monetary value,Quantiative absolute evaluation,u.m.3,Method for absolute evaluation,Quantiative absolute evaluation 2,u.m. 3,Method for absolute evaluation 2,Climate,Continent,Country,City,Authors,Year,Title,Study type,"WTP Correction factor [GDPpc,EU27-year/GDPpc,country-year)",Unusable monetary value,Case-study ID,Old inflaction correction,Old PPP exchange,Old adjusted value
Green roof,Extensive,Grass lawn,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,0.11,2012 €/m2,every year,not mentioned,every year,0.1116,1.046,1.000,0.11668472603,Market value,,,It consists of irrigation costs only,,,,Dfb,Europe,Norway,Oslo,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Oslo,1.308722044,0.081774925,0.011939423
Green roof,Extensive,Gramineous,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,0.13,2012 €/m2,every year,not mentioned,every year,0.1318,1.046,1.000,0.13790013077,Market value,,,It consists of irrigation costs only,,,,Dfb,Europe,Norway,Oslo,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Oslo,1.308722044,0.081774925,0.014110227
Green roof,Semi-intensive,Sedum,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,0.16,2012 €/m2,every year,not mentioned,every year,0.1552,1.046,1.000,0.16229784621,Market value,,,It consists of irrigation costs only,,,,Dfb,Europe,Norway,Oslo,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Oslo,1.308722044,0.081774925,0.016606652
Green roof,Extensive,Grass lawn,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,0.20,2012 €/m2,every year,not mentioned,every year,0.1999,1.197,1.000,0.23927203124,Market value,,,It consists of irrigation costs only,,,,Cfb,Europe,United Kingdom,London,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - London,1.308722044,1.052706553,0.339534651
Green roof,Extensive,Gramineous,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,0.25,2012 €/m2,every year,not mentioned,every year,0.2510,1.197,1.000,0.30032086226,Market value,,,It consists of irrigation costs only,,,,Cfb,Europe,United Kingdom,London,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - London,1.308722044,1.052706553,0.426164891
Green roof,Semi-intensive,Gramineous,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,0.27,2012 €/m2,every year,not mentioned,every year,0.2698,1.046,1.000,0.28216488295,Market value,,,It consists of irrigation costs only,,,,Dfb,Europe,Norway,Oslo,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Oslo,1.308722044,0.081774925,0.028871696
Green roof,Semi-intensive,Sedum,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,0.29,2012 €/m2,every year,not mentioned,every year,0.2929,1.197,1.000,0.35053844906,Market value,,,It consists of irrigation costs only,,,,Cfb,Europe,United Kingdom,London,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - London,1.308722044,1.052706553,0.49742525
Green roof,Extensive,Grass lawn,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,0.32,2012 €/m2,every year,not mentioned,every year,0.3154,1.124,1.000,0.35455868247,Market value,,,It consists of irrigation costs only,,,,Cfb,Europe,Netherlands,Amsterdam,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione-Amsterdam,1.308722044,0.89684466,0.370209977
Green roof,Extensive,Gramineous,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,0.42,2012 €/m2,every year,not mentioned,every year,0.4189,1.124,1.000,0.47084480984,Market value,,,It consists of irrigation costs only,,,,Cfb,Europe,Netherlands,Amsterdam,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione-Amsterdam,1.308722044,0.89684466,0.491629326
Green roof,Extensive,Sedum,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,0.46,2012 €/m2,every year,not mentioned,every year,0.4635,1.082,1.000,0.50147048965,Market value,,,It consists of irrigation costs only,,,,Csa,Europe,Italy,Rome,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Rome,1.308722044,0.987967914,0.599279668
Green roof,Semi-intensive,Gramineous,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,0.50,2012 €/m2,every year,not mentioned,every year,0.4986,1.197,1.000,0.59670309026,Market value,,,It consists of irrigation costs only,,,,Cfb,Europe,United Kingdom,London,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - London,1.308722044,1.052706553,0.846740735
Green roof,Semi-intensive,Sedum,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,0.51,2012 €/m2,every year,not mentioned,every year,0.5112,1.124,1.000,0.57459027642,Market value,,,It consists of irrigation costs only,,,,Cfb,Europe,Netherlands,Amsterdam,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione-Amsterdam,1.308722044,0.89684466,0.599954432
Green roof,Extensive,Grass lawn,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,0.73,2012 €/m2,every year,not mentioned,every year,0.7343,1.082,1.000,0.79445215428,Market value,,,It consists of irrigation costs only,,,,Csa,Europe,Italy,Rome,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Rome,1.308722044,0.987967914,0.949405863
Green roof,Extensive,Gramineous,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,0.78,2012 €/m2,every year,not mentioned,every year,0.7809,1.082,1.000,0.84492839613,Market value,,,It consists of irrigation costs only,,,,Csa,Europe,Italy,Rome,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Rome,1.308722044,0.987967914,1.00972723
Green roof,Semi-intensive,Sedum,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,0.84,2012 €/m2,every year,not mentioned,every year,0.8438,1.082,1.000,0.91296159166,Market value,,,It consists of irrigation costs only,,,,Csa,Europe,Italy,Rome,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Rome,1.308722044,0.987967914,1.091029943
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,office,black roof,,,Maintenance of green roof (net),cost,building,financial,0.86,2015 US$/m2,every year,50,every year,0.8600,1.086,0.668,0.62398554376,Market value,,,,,,,Dfb,North America,USA,"Grand Rapids, MI","Nordman et al,",2018,"Benefit-cost analysis of stormwater green infrastructure practices for Grand Rapids, Michigan, USA",Cost-Benefit Analysis,,,Nordman - Grand Rapids,2.181460776,0.719,1.348884456
Green roof,Extensive,Sedum,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,0.86,2012 €/m2,every year,not mentioned,every year,0.8611,1.061,1.000,0.91387387782,Market value,,,It consists of irrigation costs only,,,,Csa,Europe,Spain,Sevilla,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Sevilla,1.308722044,1.063309353,1.198223483
Green roof,Semi-intensive,Gramineous,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,0.90,2012 €/m2,every year,not mentioned,every year,0.9047,1.124,1.000,1.01693358445,Market value,,,It consists of irrigation costs only,,,,Cfb,Europe,Netherlands,Amsterdam,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione-Amsterdam,1.308722044,0.89684466,1.061824114
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,university,white roof,,flat,Maintenance of green roof (net),cost,building,financial,0.97,2018 $/m2,every year,50,every year,0.9738,1.030,0.668,0.67019625591,Market value,,,,,,,Cfa,North America,USA,"Gainesville, FL","Yao et al.,",2018,Integrating cost-benefits analysis and life cycle assessment of green roofs: a case study in Florida,Cost-Benefit Analysis,,,Yao - Gainesville,1.096062997,0.678,0.723631656
Green roof,Extensive,Sedum,not mentioned,,,,,annual average,To be constructed,office,black roof,non-insulated,slanted,Maintenance of green roof (net),cost,building,financial,1.060,2011 €/m2,every year,50,every year,1.0600,1.145,0.889,1.07925547285,Market value,,,,,,,Cfb,Europe,Belgium,Dilbeek,"Claus and Rousseau,",2012,Public versus private incentives to invest in green roofs: a cost benefit analysis for Flanders,Cost-Benefit Analysis,,,Claus  Rousseau - Dilbeek,1.355793717,0.895432692,1.286863339
Green roof,Extensive,Sedum,not mentioned,,,,,annual average,To be constructed,office,black roof,non-insulated,slanted,Maintenance of green roof (net),cost,building,financial,1.063,2011 €/m2,every year,50,every year,1.0630,1.145,0.889,1.08230996947,Market value,,,,,,,Cfb,Europe,Belgium,Dilbeek,"Claus and Rousseau,",2012,Public versus private incentives to invest in green roofs: a cost benefit analysis for Flanders,Cost-Benefit Analysis,,,Claus  Rousseau - Dilbeek,1.355793717,0.895432692,1.290505406
Green roof,Extensive,Sedum,not mentioned,,,,,annual average,To be constructed,office,black roof,non-insulated,slanted,Maintenance of green roof (net),cost,building,financial,1.066,2011 €/m2,every year,50,every year,1.0660,1.145,0.889,1.08536446610,Market value,,,,,,,Cfb,Europe,Belgium,Dilbeek,"Claus and Rousseau,",2012,Public versus private incentives to invest in green roofs: a cost benefit analysis for Flanders,Cost-Benefit Analysis,,,Claus  Rousseau - Dilbeek,1.355793717,0.895432692,1.294147472
Green roof,Semi-intensive,Gramineous,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,1.11,2012 €/m2,every year,not mentioned,every year,1.1126,1.082,1.000,1.20374863708,Market value,,,It consists of irrigation costs only,,,,Csa,Europe,Italy,Rome,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Rome,1.308722044,0.987967914,1.43853347
Green roof,Extensive,Grass lawn,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,1.18,2012 €/m2,every year,not mentioned,every year,1.1775,1.061,1.000,1.24971445483,Market value,,,It consists of irrigation costs only,,,,Csa,Europe,Spain,Sevilla,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Sevilla,1.308722044,1.063309353,1.638560029
Green roof,Extensive,Gramineous,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,1.22,2012 €/m2,every year,not mentioned,every year,1.2191,1.061,1.000,1.29384735116,Market value,,,It consists of irrigation costs only,,,,Csa,Europe,Spain,Sevilla,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Sevilla,1.308722044,1.063309353,1.696424767
Green roof,Semi-intensive,Sedum,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,1.28,2012 €/m2,every year,not mentioned,every year,1.2840,1.061,1.000,1.36273772593,Market value,,,It consists of irrigation costs only,,,,Csa,Europe,Spain,Sevilla,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Sevilla,1.308722044,1.063309353,1.786750212
Green roof,Extensive,Sedum,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,1.54,2012 €/m2,every year,not mentioned,every year,1.5355,1.061,1.000,1.62968792817,Market value,,,It consists of irrigation costs only,,,,Bsh,Europe,Spain,"Santa Cruz, Tenerife","Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Santa Cruz,1.308722044,1.063309353,2.136761312
Green roof,Semi-intensive,Gramineous,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,1.55,2012 €/m2,every year,not mentioned,every year,1.5456,1.061,1.000,1.64045204923,Market value,,,It consists of irrigation costs only,,,,Csa,Europe,Spain,Sevilla,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Sevilla,1.308722044,1.063309353,2.150874663
Green roof,Extensive,Grass lawn,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,2.07,2012 €/m2,every year,not mentioned,every year,2.0740,1.061,1.000,2.20126275635,Market value,,,It consists of irrigation costs only,,,,Bsh,Europe,Spain,"Santa Cruz, Tenerife","Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Santa Cruz,1.308722044,1.063309353,2.88618024
Green roof,Extensive,Sedum,yes,,,,,annual average,To be constructed,residential,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,2.09,2015 €/m2,every year,50,every year,2.0900,1.050,1.008,2.21235967257,Market value,,,,,,,Csa,Europe,Italy,Genoa,"Perini & Rosasco,",2016,Is greening the building envelope economically sustainable? An analysis to evaluate the advantages of economy of scope of vertical green systems and green roofs,Cost-Benefit Analysis,,,Perini & Rosasco - Genoa,2.181460776,0.972936401,4.435863223
Green roof,Extensive,Gramineous,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,2.15,2012 €/m2,every year,not mentioned,every year,2.1491,1.061,1.000,2.28091725218,Market value,,,It consists of irrigation costs only,,,,Bsh,Europe,Spain,"Santa Cruz, Tenerife","Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Santa Cruz,1.308722044,1.063309353,2.990619036
